text,label
"4) Assuming that s. 26(2) (b) (v) would have full force, what it contemplates is that the appraisement must be made by the D.F.O., and it is subject to the approval by the Chief Conservator of Forests",Ruling by Lower Court
c) of s. 239 is subject to the provisions of s. 234,Statute
"Now, since s. 234(1) cannot be properly read a, , ; overriding s. 235(1) there is no valid reason for construing it as overriding the provisions of s. 239 either",Statute
"On the 4th May, 1950, the Secretary of the respondent Union petitioned to the Provincial Conciliation Officer (Textile) that there was more production in 1949 than in 1948, that there was no reason to hold that the profit in 1949 was less than in the previous year and that the rate of bonus was wrongly reduced and asked that bonus for 1949 should also be paid at the rate of annas 4 per rupee",Facts
"10,000, in default of payment to undergo further R.I. for 3 years, under Section 376(2)(f) IPC",Ruling by Lower Court
There is thus a clear indication of the intention of the testator to absolutely dedicate the said premises to the deity and it is impossible to urge that there was a partial dedication of the premises to the deity,Ratio of the decision
It is usually intended as a stimulus to extra effort but sometimes represents the desire of the employer to share with his workers the fruits of their common enterprise,Ratio of the decision
"No doubt, the offence mentioned in charge No",Ruling by Lower Court
We shall first deal with the third point,Argument
"It was strenuously argued by Mr. K. S. Krishnaswami Iyengar that Lakshminarayana Iyer was a Brahmin gentleman presumably versed in the sastras, living in a village in the southernmost part of the Madras State, that his idea of a restricted estate was more likely to be one analogous to a Hindu woman's estate than a life estate a,-, understood in English law wherein the estate is measured by use and not by duration, and that if this will was construed in the light of the notions of Lakshminarayana Iyer it should be held that the widow got under it a Hindu widow's estate and the daughter got under it a contingent remainder in the nature of spes and on her death there was nothing which could devolve on the plaintiff and he thus had no locus standi to question the alienations made by the widow",Argument
"The third contention was that the questions were involved, confusing and bordered on cross-examination",Argument
"January,1882.A was never charged with any murder but one,and had heard the inquiry before the Magistrate,which referred exclusively to the case of Haidar Baksh",Statute
"As between two competitors who are each desirous of adopting such a mark,""it is,to use familiar language,entirely a question of who gets there first",Ruling by Present Court
"Dwarka Nath died on the 16th March, 1892, leaving him surviving his widow Golap Sundari and his two sons Rajendra and Jogendra",Facts
Thus under this provision if the connection between the various offences is established the limitations placed by s. 234(1) both as regards the number and the period during which the offences are alleged to have been committed will not apply,Statute
There are also other reasons which point to this conclusion which we will set out while considering the argument advanced by Mr. Bhimasankaram,Statute
"Snehalata Dutt filed in the year 1929 a suit, being Suit No. 1042 of 1929, against Nagendra, the trustees under the said deed of settlement and the puisne mortgagees, for realisation of the mortgage security",Facts
It seems to us that he meant to give a daughter's estate rather than a life estate,Precedent
"He was no doubt a minor on the 24th November, 1910, when the terms of settlement were arrived at between the parties to the suit 1909",Ratio of the decision
Appeal dismissed,Ruling by Present Court
"19,000 and interest thereon as also the dismissal of the suit in regard to the premises",Facts
"The whole question has again been examined by this Court recently in Birichh Bhuian v. The State of Bihar Subba Rao J., who delivered the judgment of the Court has stated the position thus ""Even if we were to assume that there has been a misjoinder of charges in violation of the provisions of ss",Ruling by Lower Court
Ss,Statute
The High Court was clearly wrong in so holding,Statute
"The remainder was disposed of in the following words: - ""If on the death of my wife and my niece there be living a son and a daughter born of the womb of my said brother's daughter, then two-thirds of the movable property will belong to the son and one-third to the daughter",Precedent
"It is permissible, therefore, for the prosecution to lead evidence to , Drove both these facts",Statute
112 of 11 00 M. E,Argument
The last objection was that the charge of conspiracy was added to the charge sheet very late,Argument
This was a case of a gift inter vivos,Precedent
"She obtained probate of the will on the 6th August, 1912",Facts
"Bhimasankaram contended that s, 239 must be read at least subject to ss",Statute
"The words 'pass to my daughter' would rather indicate that in the ordinary course of devolution the estate should pass to her, that is, the daughter and then to the grandsons",Precedent
"None of my representatives heirs, successors, executors, administrators or assigns shall have any manner of interest in or right to the said two debutter properties and no one shall ever be competent to give away or effect sale, mortgage or in respect of the said two properties nor shall the said two properties, be sold on account of the debts of any one",Ratio of the decision
Ltd.v,Precedent
The illustrations under a provision of a Statute offer relevant and valuable indications as to meaning and object of the provision and are helpful in the working and application of the provision,Statute
We therefore hold that the estate conferred on Ranganayaki Ammal was more like the limited estate in the English sense of the term than like a full Hindu widow's estate in spite of the directions above- mentioned,Ruling by Present Court
Let us consider whether there is anything intrinsically incompatible in combining two clauses of s. 239,Statute
No. 41-A,Ruling by Present Court
No. 41 with a view to preserve it and the taxes etc,Ratio of the decision
"What has been held in all these cases is that where the trial of a person who was charged with having committed an offence or offences jointly with several persons is separated from the trial of those persons, he would be a competent witness against them though of course there will always be the question as to what weight should be attached to his evidence",Argument
"The decision of the appeal thus turns upon the question whether the testator's intention was to give to his widow ail ordinary life, estate or an estate analogous to that of a Hindu widow",Ratio of the decision
"It was observed by Lord Buckmaster in delivering the judgment of the Privy Council in Gnanendra Nath Das v. Surendra Nath Das, (1920) 24 C.W.N. 1926 at p. 1030",Precedent
"In a suit by the respondent against his grandmother the daughter of the 'testator for a declaratory order preserving unmolested his future right and title to the said lands, it was held that the daughter took an estate subject to her daughters succeeding her",Precedent
he result therefore is that the appeal fails and must stand dismissed with costs,Ruling by Present Court
"Assailing the judgment and order under appeal,Mr",Argument
"The concluding portion of s. 239 shows that the provisions contained in the former part of Chapter XIX shall, as far as may be, apply to the charges framed with the aid of s. 239",Statute
"Chunderbutti Thakurain, my wife, to be enjoyed during her lifetime, in order that she may hold possession of all the properties and milkiut possessed by me, the declarant, during her lifetime, and by the payment of Government revenue, appropriate the profits derived therefrom, but that she should not by any means transfer the milkiut estates and the slaves; that after the death of my aforesaid wife the milkiut and household furniture shall devolve on Girdhari Thakur, my karta (adopted son",Precedent
Bhat as his fee,Ruling by Present Court
Appellants were engaged in the manufacture of biscuits classifiable under Sub-Heading 1905.11 of the Central Excise Tariff,Facts
"The industrial dispute which thus arose was referred for enquiry and recording of an award to the Regional Conciliation Board (Textile), Kanpur",Facts
"But, on the other hand, she would have certain rights as a Hindu widow; for example, she would have the right under certain circumstances, if the estate were insufficient to defray the funeral expenses or her maintenance, to alienate it altogether",Precedent
"The same dictionary gives the meaning of the word ,,product"" as follows : ""Product with reference to property, proceeds",Argument
"The chapter is split up into two sub-heads, '-Form of charges""and"" Joinder of charges",Statute
These observations are unexceptionable but it may also be pointed out that it is open to a Hindu to confer a limited life estate on his widow or even a larger estate than a widow takes as an heir and that in every case he may not confer upon her by will a Hindu widow's estate which she would otherwise get by inheritance,Ratio of the decision
"Either he must have intended that the daughter should convey the property either by will or inter vivos to the grandsons or she having taken the estate, through her it should pass to the grandsons in the ordinary course of devolution",Precedent
"41 Grey Street made by Dwarka Nath under the terms of his will was a. partial dedication, and that his sons Rajendra and jogendra and his widow Golap Sundari, who were appointed sevayats of the idol were competent to deal with premises",Argument
"The second mortgage was executed on the 4th June, 1926, and the third mortgage on the 22nd February, 1927",Facts
The Division Bench of the High Court has held that since no warning was issued to the respondent action taken under Service Regulation No.113 was not in accordance with law,Ruling by Lower Court
"Probate of the will of Dwarka Nath was also obtained by jogendra on the 31st August, 1909",Facts
"Considerations of social justice cannot be disregarded altogether, in relations between capital and labour",Ruling by Lower Court
etc,Ratio of the decision
Both the Industrial Court as well as the Labour Appellate Tribunal found as a fact that there was a trading loss of Rs,Facts
"The respondent thereupon appealed to the Labour Appellate Tribunal which substantially agreed with the Industrial Court on questions of fact as well as the general position in law but imported considerations of social justice and treating this as a special case "" where social justice would demand that labour should have bonus for the year where for that very year capital had not only a reasonable return but much in excess of that "", allowed the appeal and directed the appellant to pay to the workmen bonus at the rate of annas 4 per rupee within six weeks of their decision",Facts
"No shebait can, so long as he continues to be the sevait, ever claim adverse possession against the idol",Ruling by Present Court
On my demise none of my heirs and representatives shall ever be competent to take the income of the said land No. 40/1 and spend (the same)for household expenses,Ratio of the decision
"A suit was instituted by the son's daughter for the recovery of possession of her share in one item of property forming, part of the estate which had been sold by S",Precedent
Appeal dismissed,Ruling by Present Court
"One Lakshminarayana Iyer, a Hindu Brahmin, who owned considerable properties in the Tirunelveli district, died on 13th December, 1924, leaving him surviving a widow Ranganayaki, and a married daughter Ramalakshmi",Facts
No reason has been stated in support of this view,Statute
The question as to the validity of the alienations was left undetermined,Facts
"24 bears the signature of N. L. Handa, the Tehsildar and of Sukhchain Lal jain, P.W. 11 on behalf of the Military Estate Officer and the Appellant",Argument
But what has happened here is that the Chief Conservator himself made the appraisement without referring to the appraisement made by the D.F.O. and as such the appraisement made by the Chief Conservator is invalid,Ruling by Lower Court
"against the shebaits on the idol's behalf and, in the present case, it may be said that the acts of the shebaits must have I been notorious in the family",Precedent
On the other hand at the end of cl,Statute
It could not have been the intention of the Legislature to create such a situation,Statute
"If there be any surplus left after defraying the Debsheba expenses the same shall be credited to the said Sridhar Jew Thakur's fund and with the amount so deposited repairs, etc; from time to time will be effected to the said house",Ratio of the decision
"CHINNAPPA REDDY,J.We have had the advantage of perusing the judgment prepared by our learned brother Pathak,J.we agree with him that Civil Appeal No.2300 of 1979 should be dismissed",Ruling by Present Court
In Vasantharao Ammannamma v. Venkata Kodanda Rao Pantalu 1939,Precedent
The trader who adopts such a mark is entitled to protection directly the article having assumed a vendible character is launched upon the market,Ruling by Present Court
Gaw Kan Lye v,Ruling by Present Court
No,Ruling by Present Court
"Thus,keeping in view the background in which the occurrence took place,namely,the altercation at the video parlour,which has a great relevance to determine the applicability of Section 3 TADA,we are of the opinion that the finding of the Designated Court that the appellants have committed an offence punishable under Section 3 TADA is clearly erroneous",Ruling by Lower Court
Full effect cannot possibly be given to this provision if we hold that it is subject to the limitation of s.234(1,Statute
"It is this Court which, by its order dated 10-4-1969 in Civil Revisions 201, 202 and 203 of 1968 conferred new jurisdiction on the Compensation Officer to deal freshly with the case and therefore notwithstanding anything contained in the Act, the compensation has to be calculated according to the directions given by the Court; (2) The Court was fully aware of the statutory provision in s. 26(2",Ruling by Lower Court
The demand for bonus becomes an industrial claim when either or both these conditions are satisfied,Ratio of the decision
234(1) and 235(1) on the ground,Statute
"On the 19th September, 1945, an ad interim injunction was issued by the High Court restraining the widow from alienating the properties in her possession and forming part of her husband's estate, Inspite of this injunction, on the 27th September, 1945, she executed two deeds of settlement in favour of the other defendants comprising a number of properties",Facts
"When I die, my wife named Suraj' is owner of that property",Precedent
"On an appeal taken by the appellant to the Industrial Court (Textiles and Hosiery), Kanpur, the Industrial Court accepted the contention of the appellant, allowed the appeal and set aside the award",Facts
Reference was also made to the decision of their Lordships of the Privy Council in Mst,Precedent
"The words used in favour of the grandsons seem to indicate that the estate conferred on the daughter was not a life estate because there is no direct gift in favour of the grandsons, but on the other hand, what he says is that through his daughter the estate shall pass to his grandsons",Precedent
Grey Street to be the absolute property of the idol and made the other declarations in favour of the idol as prayed for,Ruling by Lower Court
"At one time it was a moot point whether a Hindu widow's estate could be created by will, it being an estate created by law, but it is now settled that a Hindu can confer by means of a will oil his widow the same estate which she would get by inheritance",Ratio of the decision
f) there is a conjunction 'and,Statute
"In this sense the term includes ""fructus industrials"" and having regard to the etymology of the word it has been held to mean only products after they have been severed from the soil",Argument
"12,51,871-13-5 from the reserves",Facts
"The Privy Council on this will held as follows: ""Their Lordships do not feel justified, upon mere conjecture of what might probably have been intended, in so interpreting it as materially to change the nature of the estate taken by Chunderbutti",Precedent
These are considerations which are relevant in disputes arising out of infringement/passing of actions under the Trade Marks Act,Precedent
The receipt Ex.P.24,Argument
"They were all alive in December, 1924, when Lakshminarayana died",Facts
C-51).The fitment has also to be done only after the flat increase is added to the present basic salary of each employee,Ruling by Lower Court
The appellant filed this appeal against that decision after obtaining special leave from this Court,Facts
The first three provisions relate to the framing of charges against a single accused person,Statute
"On 21st February, 1928, she settled the maintenance claim of Lakshmi Ammal and obtained a deed of release from her by paying her a sum of Rs",Facts
s. 224 deals with the interpretation of the language of the charge and s. 225 with the effect of errors in the charge,Statute
8) Compensation money should be so calculated that the purchasing power of the amount of compensation to be paid on the date of actual payment will not be less than its purchasing power on the date of vesting; and (9) Interest should be calculated at not less than 12% per annum from the date of vesting till payment,Ruling by Lower Court
We have read the questions and so also the answers,Argument
No. 40/1,Facts
It inter alia provides that every charge under the Code shall state the offence with which the accused is charged,Statute
"Grey Street as, in his opinion, Sushilabala as executrix to her husband's estate and her two sons had acquired title to the said premises by adverse possession and the title of the idol thereto had been extinguished",Ruling by Lower Court
"Ors.,(1975",Argument
This suggestion in the surrounding circumstances attending the execution of this will cannot be sustained,Ruling by Present Court
The said premises are expressly declared as dedicated to the deity,Ratio of the decision
"And my wife has powers to do in the same way as I have absolute powers to do when I am present, and in case of my wife's death, my daughter Mahalaxmi is owner of the said property after that",Precedent
"2) of S. 235 deals with a case where an offence falls within two definitions and sub-s.(3) deals with a case in which a number of acts are alleged against an accused person, different com- binations of which may constitute different offences",Statute
The object of the Notification is to grant benefits only to those industries which otherwise do not have the advantage of a brand name,Precedent
"CHINNAPPA REDDY,J.We have had the advantage of perusing the judgment prepared by our learned brother Pathak,J.we agree with him that Civil Appeal No.2300 of 1979 should be dismissed",Ruling by Present Court
No. 41 Grey Street dedicated by me shall properly and agreeably to each other perform the sheba,Ratio of the decision
"he position of the sevayat and the effect of his dealings with the property dedicated to the idol has been expounded by Rankin C.J. in Surendrakrishna Ray v. Shree Shree Ishwar Bhubaneshwari Thakuran, (1933",Precedent
"If it was the daughter's estate that was intended to be conferred, there can be no question that the estate taken by the grandsons is not a vested interest",Precedent
In support of his first contention he referred to questions Nos,Argument
"Grey Street to the idol as its permanent habitation with only the right given to the sevayats to reside in the said premises for the purposes of carrying on the daily and periodical seva and the festivals, etc",Ratio of the decision
The best evidence to prove the latter set of facts consists of the account books of the firms themselves,Statute
"19,000 filed by the idol against the appellants",Ruling by Lower Court
"It adopted the following method of approach at page 1258 of that judgment :- ""Our approach to this problem is motivated by the requirement that we should ensure and achieve industrial peace which is essential for the development and expansion of industry",Ruling by Lower Court
The impugned notifications u/ss.4 and 6 of the Act in so far as they relate to the appellants' land are quashed,Ruling by Present Court
These remarks do not throw much light on the point before us,Ratio of the decision
In view of this finding he granted the plaintiff a declaratory decree to the effect that the first defendant had only an estate for life in the suit properties and that the alienations made by her would not endure beyond her lifetime,Ruling by Lower Court
"the original side of the High Court at Calcutta against Jogendra, Golap Sundari and Padma Dassi, the widow of Sidheswar, another son of Rajendra, for the construction of the wills of Dwarka Nath and Rajendra, for partition and other reliefs",Facts
S. 233 provides that for every distinct offence of which any person is accused there shall be a. separate charge,Statute
"Although costs have to be paid by appellant to respondent No.2 in terms of the Court's order dated October 30,1975,yet in view of the fact that the said respondent has not chosen to appear at the hearing,of the case and Mr",Ruling by Present Court
Thereafter they shall pass to my grandson through my daughter,Precedent
but she had no power to deal with the corpus of the estate,Ratio of the decision
